Numero,Nome,Idade,Nascimento,Clube,Posição,Valor,Face,Logo,Competição
#26,Matz Sels,34,26/02/1992,Nottingham Forest,Goalkeeper,€3.50m,https://img.a.transfermarkt.technology/portrait/header/127202-1665067633.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#5,Murillo,24,04/07/2002,Nottingham Forest,Centre-Back,€50.00m,https://img.a.transfermarkt.technology/portrait/header/1005649-1709159139.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#31,Nikola Milenković,28,12/10/1997,Nottingham Forest,Centre-Back,€28.00m,https://img.a.transfermarkt.technology/portrait/header/413507-1661166461.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#23,Jair Cunha,21,07/03/2005,Nottingham Forest,Centre-Back,€15.00m,https://img.a.transfermarkt.technology/portrait/header/984096-1770845001.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#4,Morato,25,30/06/2001,Nottingham Forest,Centre-Back,€14.00m,https://img.a.transfermarkt.technology/portrait/header/673492-1701295349.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#44,Zach Abbott,20,13/05/2006,Nottingham Forest,Centre-Back,€4.00m,https://img.a.transfermarkt.technology/portrait/header/933017-1724485038.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
,Tyler Bindon,21,27/01/2005,Nottingham Forest,Centre-Back,€3.50m,https://img.a.transfermarkt.technology/portrait/header/1007720-1780066825.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#3,Neco Williams,25,13/04/2001,Nottingham Forest,Left-Back,€28.00m,https://img.a.transfermarkt.technology/portrait/header/503680-1705499825.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#25,Luca Netz,23,15/05/2003,Nottingham Forest,Left-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/524285-1760967382.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#27,Omar Richards,28,15/02/1998,Nottingham Forest,Left-Back,€2.00m,https://img.a.transfermarkt.technology/portrait/header/424881-1737119772.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#34,Ola Aina,29,08/10/1996,Nottingham Forest,Right-Back,€18.00m,https://img.a.transfermarkt.technology/portrait/header/236490-1707383919.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#37,Nicolò Savona,23,19/03/2003,Nottingham Forest,Right-Back,€15.00m,https://img.a.transfermarkt.technology/portrait/header/708072-1730125797.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#17,Eric da Silva Moreira,20,03/05/2006,Nottingham Forest,Right-Back,€800k,https://img.a.transfermarkt.technology/portrait/header/897481-1759779951.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#6,Ibrahim Sangaré,28,02/12/1997,Nottingham Forest,Defensive Midfield,€20.00m,https://img.a.transfermarkt.technology/portrait/header/375885-1700738495.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#16,Nicolás Domínguez,28,28/06/1998,Nottingham Forest,Central Midfield,€15.00m,https://img.a.transfermarkt.technology/portrait/header/497291-1767772056.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#22,Ryan Yates,28,21/11/1997,Nottingham Forest,Central Midfield,€7.00m,https://img.a.transfermarkt.technology/portrait/header/425902-1684239778.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#10,Morgan Gibbs-White,26,27/01/2000,Nottingham Forest,Attacking Midfield,€70.00m,https://img.a.transfermarkt.technology/portrait/header/429014-1687975822.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#21,Omari Hutchinson,22,30/10/2003,Nottingham Forest,Attacking Midfield,€30.00m,https://img.a.transfermarkt.technology/portrait/header/741238-1770845529.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#24,James McAtee,23,18/10/2002,Nottingham Forest,Attacking Midfield,€18.00m,https://img.a.transfermarkt.technology/portrait/header/583199-1770845444.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#7,Callum Hudson-Odoi,25,07/11/2000,Nottingham Forest,Left Winger,€30.00m,https://img.a.transfermarkt.technology/portrait/header/392768-1659969850.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#20,Jota Silva,26,01/08/1999,Nottingham Forest,Left Winger,€10.00m,https://img.a.transfermarkt.technology/portrait/header/663244-1770374751.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#14,Dan Ndoye,25,25/10/2000,Nottingham Forest,Right Winger,€32.00m,https://img.a.transfermarkt.technology/portrait/header/365108-1718218474.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#29,Dilane Bakwa,23,26/08/2002,Nottingham Forest,Right Winger,€28.00m,https://img.a.transfermarkt.technology/portrait/header/540664-1775762611.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#15,Arnaud Kalimuendo,24,20/01/2002,Nottingham Forest,Centre-Forward,€25.00m,https://img.a.transfermarkt.technology/portrait/header/585959-1666698479.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#19,Igor Jesus,25,25/02/2001,Nottingham Forest,Centre-Forward,€25.00m,https://img.a.transfermarkt.technology/portrait/header/432164-1725325779.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#9,Taiwo Awoniyi,28,12/08/1997,Nottingham Forest,Centre-Forward,€8.00m,https://img.a.transfermarkt.technology/portrait/header/295313-1774469214.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#11,Chris Wood,34,07/12/1991,Nottingham Forest,Centre-Forward,€5.00m,https://img.a.transfermarkt.technology/portrait/header/108725-1740646786.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,Premier League
#1,Jordan Pickford,32,07/03/1994,Everton FC,Goalkeeper,€13.00m,https://img.a.transfermarkt.technology/portrait/header/130164-1668499964.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#12,Mark Travers,27,18/05/1999,Everton FC,Goalkeeper,€3.00m,https://img.a.transfermarkt.technology/portrait/header/357658-1702296610.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#31,Tom King,31,09/03/1995,Everton FC,Goalkeeper,€100k,https://img.a.transfermarkt.technology/portrait/header/215810-1774468851.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#32,Jarrad Branthwaite,24,27/06/2002,Everton FC,Centre-Back,€40.00m,https://img.a.transfermarkt.technology/portrait/header/661053-1687975679.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#6,James Tarkowski,33,19/11/1992,Everton FC,Centre-Back,€5.00m,https://img.a.transfermarkt.technology/portrait/header/173504-1655979328.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#5,Michael Keane,33,11/01/1993,Everton FC,Centre-Back,€3.00m,https://img.a.transfermarkt.technology/portrait/header/118534-1687967021.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#16,Vitaliy Mykolenko,27,29/05/1999,Everton FC,Left-Back,€25.00m,https://img.a.transfermarkt.technology/portrait/header/404842-1708012303.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#39,Adam Aznou,20,02/06/2006,Everton FC,Left-Back,€6.00m,https://img.a.transfermarkt.technology/portrait/header/938146-1739807816.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#15,Jake O'Brien,25,15/05/2001,Everton FC,Right-Back,€18.00m,https://img.a.transfermarkt.technology/portrait/header/711544-1662362868.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#2,Nathan Patterson,24,16/10/2001,Everton FC,Right-Back,€10.00m,https://img.a.transfermarkt.technology/portrait/header/424015-1736161412.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#37,James Garner,25,13/03/2001,Everton FC,Defensive Midfield,€45.00m,https://img.a.transfermarkt.technology/portrait/header/505219-1662067244.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
,Hayden Hackney,24,26/06/2002,Everton FC,Defensive Midfield,€32.00m,https://img.a.transfermarkt.technology/portrait/header/538216-1679665183.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#22,Kiernan Dewsbury-Hall,27,06/09/1998,Everton FC,Central Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/475188-1774470020.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#42,Tim Iroegbunam,23,30/06/2003,Everton FC,Central Midfield,€18.00m,https://img.a.transfermarkt.technology/portrait/header/696589-1650877564.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#24,Carlos Alcaraz,23,30/11/2002,Everton FC,Central Midfield,€15.00m,https://img.a.transfermarkt.technology/portrait/header/748319-1694617058.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#45,Harrison Armstrong,19,19/01/2007,Everton FC,Central Midfield,€12.00m,https://img.a.transfermarkt.technology/portrait/header/1107733-1736161319.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#34,Merlin Röhl,24,05/07/2002,Everton FC,Attacking Midfield,€16.00m,https://img.a.transfermarkt.technology/portrait/header/608832-1726649794.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#19,Tyrique George,20,04/02/2006,Everton FC,Left Winger,€20.00m,https://img.a.transfermarkt.technology/portrait/header/936874-1731016609.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#7,Dwight McNeil,26,22/11/1999,Everton FC,Left Winger,€18.00m,https://img.a.transfermarkt.technology/portrait/header/584769-1700651579.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#10,Iliman Ndiaye,26,06/03/2000,Everton FC,Right Winger,€55.00m,https://img.a.transfermarkt.technology/portrait/header/623570-1765811829.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#20,Tyler Dibling,20,17/02/2006,Everton FC,Right Winger,€17.00m,https://img.a.transfermarkt.technology/portrait/header/866655-1724485194.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#11,Thierno Barry,23,21/10/2002,Everton FC,Centre-Forward,€30.00m,https://img.a.transfermarkt.technology/portrait/header/937941-1743672693.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#9,Beto,28,31/01/1998,Everton FC,Centre-Forward,€18.00m,https://img.a.transfermarkt.technology/portrait/header/595809-1711746870.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/29.png?lm=1445949846,Premier League
#22,Robin Roefs,23,17/01/2003,Sunderland AFC,Goalkeeper,€28.00m,https://img.a.transfermarkt.technology/portrait/header/646991-1723035894.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Anthony Patterson,26,10/05/2000,Sunderland AFC,Goalkeeper,€8.00m,https://img.a.transfermarkt.technology/portrait/header/475946-1679678936.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#31,Melker Ellborg,23,22/05/2003,Sunderland AFC,Goalkeeper,€3.00m,https://img.a.transfermarkt.technology/portrait/header/605426-1740563649.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#21,Simon Moore,36,19/05/1990,Sunderland AFC,Goalkeeper,€75k,https://img.a.transfermarkt.technology/portrait/header/123536-1663853542.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#5,Dan Ballard,26,22/09/1999,Sunderland AFC,Centre-Back,€20.00m,https://img.a.transfermarkt.technology/portrait/header/503686-1748347870.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#15,Omar Alderete,29,26/12/1996,Sunderland AFC,Centre-Back,€13.00m,https://img.a.transfermarkt.technology/portrait/header/353032-1669365021.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Jenson Seelt,23,23/05/2003,Sunderland AFC,Centre-Back,€5.00m,https://img.a.transfermarkt.technology/portrait/header/617755-1756751142.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Leo Hjelde,22,26/08/2003,Sunderland AFC,Centre-Back,€1.50m,https://img.a.transfermarkt.technology/portrait/header/661208-1648481718.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Aji Alese,25,17/01/2001,Sunderland AFC,Centre-Back,€700k,https://img.a.transfermarkt.technology/portrait/header/502065-1724770712.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#13,Luke O'Nien,31,21/11/1994,Sunderland AFC,Centre-Back,€700k,https://img.a.transfermarkt.technology/portrait/header/282939-1724770104.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#17,Reinildo Mandava,32,21/01/1994,Sunderland AFC,Left-Back,€4.00m,https://img.a.transfermarkt.technology/portrait/header/240692-1666818500.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Arthur Masuaku,32,07/11/1993,Sunderland AFC,Left-Back,€2.00m,https://img.a.transfermarkt.technology/portrait/header/181380-1767006082.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#32,Trai Hume,24,18/03/2002,Sunderland AFC,Right-Back,€22.00m,https://img.a.transfermarkt.technology/portrait/header/515544-1748348258.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#20,Nordi Mukiele,28,01/11/1997,Sunderland AFC,Right-Back,€16.00m,https://img.a.transfermarkt.technology/portrait/header/348026-1727378130.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Timothée Pembélé,23,09/09/2002,Sunderland AFC,Right-Back,€1.80m,https://img.a.transfermarkt.technology/portrait/header/538998-1754900983.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#34,Granit Xhaka,33,27/09/1992,Sunderland AFC,Defensive Midfield,€8.00m,https://img.a.transfermarkt.technology/portrait/header/111455-1689711080.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#19,Habib Diarra,22,03/01/2004,Sunderland AFC,Central Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/876631-1765811931.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#27,Noah Sadiki,21,17/12/2004,Sunderland AFC,Central Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/727089-1767005980.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#28,Enzo Le Fée,26,03/02/2000,Sunderland AFC,Central Midfield,€28.00m,https://img.a.transfermarkt.technology/portrait/header/633992-1764837815.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Alan Browne,31,15/04/1995,Sunderland AFC,Central Midfield,€2.00m,https://img.a.transfermarkt.technology/portrait/header/277697-1724771465.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#46,Abdoullah Ba,22,31/07/2003,Sunderland AFC,Right Midfield,€1.50m,https://img.a.transfermarkt.technology/portrait/header/654412-1635852545.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#11,Chris Rigg,19,18/06/2007,Sunderland AFC,Attacking Midfield,€25.00m,https://img.a.transfermarkt.technology/portrait/header/947411-1707494096.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Simon Adingra,24,01/01/2002,Sunderland AFC,Left Winger,€22.00m,https://img.a.transfermarkt.technology/portrait/header/658536-1746437487.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#10,Nilson Angulo,23,19/06/2003,Sunderland AFC,Left Winger,€17.00m,https://img.a.transfermarkt.technology/portrait/header/903611-1749390009.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#14,Romaine Mundle,23,24/04/2003,Sunderland AFC,Left Winger,€7.00m,https://img.a.transfermarkt.technology/portrait/header/696181-1748348552.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#7,Chemsdine Talbi,21,09/05/2005,Sunderland AFC,Right Winger,€25.00m,https://img.a.transfermarkt.technology/portrait/header/743384-1764837422.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#37,Jocelin Ta Bi,21,09/02/2005,Sunderland AFC,Right Winger,€2.50m,https://img.a.transfermarkt.technology/portrait/header/1322090-1768311614.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#9,Brian Brobbey,24,01/02/2002,Sunderland AFC,Centre-Forward,€30.00m,https://img.a.transfermarkt.technology/portrait/header/473169-1718013901.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#18,Wilson Isidor,25,27/08/2000,Sunderland AFC,Centre-Forward,€18.00m,https://img.a.transfermarkt.technology/portrait/header/494237-1739871086.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#29,Ahmed Abdullahi,22,19/06/2004,Sunderland AFC,Centre-Forward,€800k,https://img.a.transfermarkt.technology/portrait/header/1015619-1698072539.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
,Luís Semedo,22,11/08/2003,Sunderland AFC,Centre-Forward,€600k,https://img.a.transfermarkt.technology/portrait/header/840687-1724772174.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,Premier League
#1,Lucas Perri,28,10/12/1997,Leeds United,Goalkeeper,€10.00m,https://img.a.transfermarkt.technology/portrait/header/352041-1733188777.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#21,Alex Cairns,33,04/01/1993,Leeds United,Goalkeeper,€50k,https://img.a.transfermarkt.technology/portrait/header/194386-1724939306.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#15,Jaka Bijol,27,05/02/1999,Leeds United,Centre-Back,€20.00m,https://img.a.transfermarkt.technology/portrait/header/371851-1695029407.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#6,Joe Rodon,28,22/10/1997,Leeds United,Centre-Back,€18.00m,https://img.a.transfermarkt.technology/portrait/header/297212-1666698393.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#23,Sebastiaan Bornauw,27,22/03/1999,Leeds United,Centre-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/338629-1657202272.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
,Maximilian Wöber,28,04/02/1998,Leeds United,Centre-Back,€3.00m,https://img.a.transfermarkt.technology/portrait/header/263361-1756027913.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#3,Gabriel Gudmundsson,27,29/04/1999,Leeds United,Left-Back,€20.00m,https://img.a.transfermarkt.technology/portrait/header/362108-1666691160.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
,Isaac Schmidt,26,07/12/1999,Leeds United,Left-Back,€2.20m,https://img.a.transfermarkt.technology/portrait/header/449597-1758702525.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#25,Sam Byram,32,16/09/1993,Leeds United,Left-Back,€400k,https://img.a.transfermarkt.technology/portrait/header/236953-1724940024.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#2,Jayden Bogle,25,27/07/2000,Leeds United,Right-Back,€15.00m,https://img.a.transfermarkt.technology/portrait/header/465717-1764840719.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#24,James Justin,28,23/02/1998,Leeds United,Right-Back,€12.00m,https://img.a.transfermarkt.technology/portrait/header/413220-1746646113.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#4,Ethan Ampadu,25,14/09/2000,Leeds United,Defensive Midfield,€30.00m,https://img.a.transfermarkt.technology/portrait/header/392771-1658829697.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#18,Anton Stach,27,15/11/1998,Leeds United,Defensive Midfield,€28.00m,https://img.a.transfermarkt.technology/portrait/header/344069-1723921116.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#44,Ilia Gruev,26,06/05/2000,Leeds United,Defensive Midfield,€12.00m,https://img.a.transfermarkt.technology/portrait/header/381753-1724940121.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#50,Charlie Crew,20,15/06/2006,Leeds United,Defensive Midfield,€150k,https://img.a.transfermarkt.technology/portrait/header/883539-1747518597.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#8,Sean Longstaff,28,30/10/1997,Leeds United,Central Midfield,€15.00m,https://img.a.transfermarkt.technology/portrait/header/346707-1682341336.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#22,Ao Tanaka,27,10/09/1998,Leeds United,Central Midfield,€13.00m,https://img.a.transfermarkt.technology/portrait/header/489359-1780324258.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#11,Brenden Aaronson,25,22/10/2000,Leeds United,Attacking Midfield,€22.00m,https://img.a.transfermarkt.technology/portrait/header/393323-1691614083.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#19,Noah Okafor,26,24/05/2000,Leeds United,Left Winger,€25.00m,https://img.a.transfermarkt.technology/portrait/header/346890-1692879855.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
,Largie Ramazani,25,27/02/2001,Leeds United,Left Winger,€8.00m,https://img.a.transfermarkt.technology/portrait/header/518644-1692367509.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
,Jack Harrison,29,20/11/1996,Leeds United,Left Winger,€6.50m,https://img.a.transfermarkt.technology/portrait/header/417346-1711746777.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#29,Wilfried Gnonto,22,05/11/2003,Leeds United,Right Winger,€16.00m,https://img.a.transfermarkt.technology/portrait/header/627626-1647955561.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#7,Daniel James,28,10/11/1997,Leeds United,Right Winger,€10.00m,https://img.a.transfermarkt.technology/portrait/header/319301-1668520687.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#9,Dominic Calvert-Lewin,29,16/03/1997,Leeds United,Centre-Forward,€22.00m,https://img.a.transfermarkt.technology/portrait/header/306024-1685705768.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
,Joe Gelhardt,24,04/05/2002,Leeds United,Centre-Forward,€14.00m,https://img.a.transfermarkt.technology/portrait/header/503980-1695109020.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#10,Joël Piroe,26,02/08/1999,Leeds United,Centre-Forward,€10.00m,https://img.a.transfermarkt.technology/portrait/header/369962-1715936868.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#14,Lukas Nmecha,27,14/12/1998,Leeds United,Centre-Forward,€10.00m,https://img.a.transfermarkt.technology/portrait/header/314288-1657203640.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
,Mateo Joseph,22,19/10/2003,Leeds United,Centre-Forward,€3.50m,https://img.a.transfermarkt.technology/portrait/header/834742-1749739164.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/399.png?lm=1645652224,Premier League
#1,Bernd Leno,34,04/03/1992,Fulham FC,Goalkeeper,€6.00m,https://img.a.transfermarkt.technology/portrait/header/72476-1774470314.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#23,Benjamin Lecomte,35,26/04/1991,Fulham FC,Goalkeeper,€800k,https://img.a.transfermarkt.technology/portrait/header/127181-1779952065.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#3,Calvin Bassey,26,31/12/1999,Fulham FC,Centre-Back,€28.00m,https://img.a.transfermarkt.technology/portrait/header/461883-1662989506.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#5,Joachim Andersen,30,31/05/1996,Fulham FC,Centre-Back,€20.00m,https://img.a.transfermarkt.technology/portrait/header/260827-1668183482.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#15,Jorge Cuenca,26,17/11/1999,Fulham FC,Centre-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/494880-1737920132.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#31,Issa Diop,29,09/01/1997,Fulham FC,Centre-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/272622-1780316727.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#30,Ryan Sessegnon,26,18/05/2000,Fulham FC,Left-Back,€22.00m,https://img.a.transfermarkt.technology/portrait/header/392775-1722077271.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
#33,Antonee Robinson,28,08/08/1997,Fulham FC,Left-Back,€22.00m,https://img.a.transfermarkt.technology/portrait/header/349701-1703926612.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/931.png?lm=1556831687,Premier League
